ID,Money related,Personal information related,Inducement words related,Promotional content related,Kinship related,Label
5643,card,id,irs,sales,son,1
5644,card,account,support,sales,son,1
5645,bank,id,support,gift,son,1
5646,insurance,id,irs,service,son,1
5647,money,id,arrest,sales,son,1
5648,money,account,irs,gift,son,1
5649,bank,account,support,offer,husband,1
5650,bill,id,device,service,son,1
5651,money,id,irs,gift,husband,1
5652,bill,id,help,gift,son,1
5653,insurance,id,irs,service,son,1
5654,bank,id,police,gift,son,1
5655,money,id,support,service,son,1
5656,insurance,id,police,gift,son,1
5657,taxes,account,problem,gift,son,1
5658,insurance,id,irs,sales,son,1
5659,warrant,id,support,gift,wife,1
5660,warrant,id,irs,sales,son,1
5661,money,account,irs,gift,wife,1
5662,insurance,id,irs,gift,son,1
5663,card,id,support,sales,husband,1
5664,card,information,irs,offer,son,1
5665,insurance,id,security,service,son,1
5666,insurance,id,police,sales,son,1
5667,card,details,support,offer,son,1
5668,card,account,help,site,son,1
5669,bill,id,help,gift,children,1
5670,dollars,address,irs,gift,son,1
5671,bill,id,problem,sales,son,1
5672,bill,id,support,course,dad,1
5673,card,address,problem,sales,wife,1
5674,insurance,id,irs,sales,wife,1
5675,taxes,id,irs,gift,son,1
5676,insurance,account,irs,gift,parents,1
5677,insurance,id,police,sales,son,1
5678,dollars,details,irs,gift,son,1
5679,bank,information,irs,gift,parents,1
5680,warrant,id,support,service,son,1
5681,money,account,irs,sales,husband,1
5682,bank,id,device,internet,son,1
5683,bill,account,police,sales,children,1
5684,bill,account,security,sales,son,1
5685,bill,id,irs,sales,son,1
5686,warrant,id,accident,gift,son,1
5687,insurance,account,problem,gift,son,1
5688,insurance,id,irs,sales,son,1
5689,insurance,id,irs,sales,son,1
5690,bank,id,irs,gift,husband,1
5691,bank,address,support,service,wife,1
5692,warrant,id,irs,gift,son,1
5693,insurance,id,message,sales,son,1
5694,bill,address,support,order,son,1
5695,insurance,id,irs,gift,husband,1
5696,warrant,email,irs,sales,son,1
5697,money,account,irs,gift,son,1
5698,bank,account,problem,service,mother,1
5699,bill,id,irs,sales,son,1
5700,warrant,id,police,program,husband,1
5701,taxes,information,irs,sales,husband,1
5702,bank,information,irs,sales,son,1
5703,bill,id,access,internet,son,1
5704,card,information,irs,sales,wife,1
5705,insurance,id,irs,course,children,1
5706,insurance,id,help,sales,children,1
5707,bank,information,support,internet,mother,1
5708,money,id,problem,service,son,1
5709,bank,id,security,course,wife,1
5710,insurance,id,irs,gift,son,1
5711,money,information,irs,gift,son,1
5712,bill,address,irs,sales,husband,1
5713,insurance,account,irs,gift,husband,1
5714,insurance,id,support,gift,son,1
5715,bill,account,security,sales,son,1
5716,bill,account,problem,sales,son,1
5717,dollars,id,accident,program,son,1
5718,bank,id,irs,sales,dad,1
5719,taxes,address,support,sales,son,1
5720,money,id,message,gift,son,1
5721,taxes,account,message,sales,son,1
5722,bank,details,irs,course,husband,1
5723,insurance,id,government,service,husband,1
5724,money,address,irs,sales,son,1
5725,money,id,help,sales,children,1
5726,bank,account,irs,gift,husband,1
5727,taxes,id,irs,sales,children,1
5728,credit,id,support,sales,son,1
5729,credit,id,police,course,husband,1
5730,insurance,id,message,gift,son,1
5731,warrant,id,help,sales,wife,1
5732,bank,id,irs,service,children,1
5733,insurance,information,support,gift,son,1
5734,bill,id,irs,gift,son,1
5735,insurance,id,help,gift,husband,1
5736,warrant,id,irs,sales,husband,1
5737,bill,details,security,sales,son,1
5738,money,details,problem,service,son,1
5739,money,id,irs,sales,children,1
5740,bank,account,irs,gift,son,1
5741,insurance,id,problem,sales,son,1
5742,bank,id,irs,sales,son,1
5743,bank,details,irs,sales,son,1
5744,insurance,id,police,gift,husband,1
5745,taxes,id,police,gift,son,1
5746,insurance,id,irs,gift,husband,1
5747,bank,account,message,sales,son,1
5748,dollars,address,irs,sales,wife,1
5749,money,id,help,gift,son,1
5750,bill,id,irs,system,son,1
5751,money,id,support,internet,husband,1
5752,insurance,id,accident,activity,son,1
5753,dollars,id,police,offer,son,1
5754,bank,id,irs,gift,son,1
5755,money,address,access,sales,son,1
5756,taxes,id,police,gift,children,1
5757,insurance,id,irs,offer,son,1
5758,warrant,id,irs,sales,children,1
5759,dollars,id,irs,service,husband,1
5760,bank,details,irs,internet,son,1
5761,dollars,account,irs,sales,son,1
5762,bill,details,irs,sales,son,1
5763,bank,id,irs,gift,husband,1
5764,warrant,details,irs,service,son,1
5765,bank,id,virus,gift,son,1
5766,bill,id,irs,sales,son,1
5767,card,account,virus,service,husband,1
5768,insurance,id,irs,gift,husband,1
5769,insurance,information,problem,sales,husband,1
5770,warrant,id,irs,gift,husband,1
5771,insurance,information,irs,gift,husband,1
5772,bill,id,help,sales,son,1
5773,bank,account,irs,gift,son,1
5774,warrant,id,police,sales,son,1
5775,bank,address,irs,sales,son,1
5776,warrant,id,problem,service,son,1
5777,money,id,access,program,son,1
5778,warrant,email,irs,order,son,1
5779,bill,id,security,offer,son,1
5780,bill,id,problem,sales,husband,1
5781,insurance,id,irs,gift,son,1
5782,card,address,irs,gift,son,1
5783,insurance,information,virus,sales,mother,1
5784,bill,information,irs,gift,son,1
5785,bill,id,irs,system,son,1
5786,money,id,support,sales,son,1
5787,bank,id,support,course,husband,1
5788,bill,id,support,gift,son,1
5789,taxes,id,irs,sales,children,1
5790,insurance,id,message,system,son,1
5791,bill,account,irs,gift,son,1
5792,bank,account,irs,sales,son,1
5793,taxes,details,irs,service,son,1
5794,bank,information,irs,gift,husband,1
5795,money,id,message,gift,son,1
5796,bill,id,police,gift,husband,1
5797,bill,account,message,sales,son,1
5798,card,id,help,sales,dad,1
5799,insurance,details,irs,gift,husband,1
5800,insurance,id,irs,gift,son,1
5801,bill,information,irs,sales,son,1
5802,taxes,id,support,sales,son,1
5803,warrant,id,irs,sales,husband,1
5804,bill,id,irs,gift,husband,1
5805,dollars,id,irs,program,husband,1
5806,bill,id,irs,gift,husband,1
5807,bank,id,irs,sales,husband,1
5808,credit,id,problem,service,son,1
5809,card,id,message,sales,husband,1
5810,bank,id,irs,sales,husband,1
5811,insurance,account,irs,gift,son,1
5812,card,address,irs,sales,son,1
5813,bank,information,police,gift,son,1
5814,money,account,security,service,husband,1
5815,money,id,message,sales,wife,1
5816,bank,id,irs,gift,mother,1
5817,insurance,id,irs,system,son,1
5818,warrant,information,irs,gift,son,1
5819,card,account,virus,service,husband,1
5820,bill,account,message,sales,husband,1
5821,insurance,id,police,sales,son,1
5822,bill,id,help,gift,son,1
5823,bill,id,irs,sales,son,1
5824,insurance,account,irs,gift,son,1
5825,money,account,irs,gift,parents,1
5826,warrant,account,support,sales,son,1
5827,money,address,irs,gift,husband,1
5828,money,account,accident,gift,husband,1
5829,insurance,id,security,sales,son,1
5830,taxes,details,message,activity,son,1
5831,insurance,account,police,gift,son,1
5832,bank,id,help,gift,children,1
5833,card,id,irs,gift,husband,1
5834,money,address,security,sales,son,1
5835,bank,id,irs,order,son,1
5836,insurance,id,irs,system,husband,1
5837,taxes,account,irs,gift,parents,1
5838,money,account,security,sales,husband,1
5839,bank,id,irs,service,wife,1
5840,money,account,irs,sales,son,1
5841,bank,id,help,sales,son,1
5842,money,id,irs,service,son,1
5843,insurance,id,problem,service,son,1
5844,money,id,irs,offer,son,1
5845,money,id,irs,gift,son,1
5846,dollars,account,irs,service,son,1
5847,insurance,id,security,activity,husband,1
5848,money,account,accident,sales,son,1
5849,bank,account,irs,sales,son,1
5850,dollars,account,irs,gift,son,1
5851,money,id,irs,sales,son,1
5852,dollars,account,access,sales,children,1
5853,bill,account,irs,sales,son,1
5854,dollars,id,security,internet,son,1
5855,card,information,irs,gift,son,1
5856,bill,id,irs,gift,son,1
5857,bill,id,help,gift,son,1
5858,bank,id,access,service,son,1
5859,taxes,address,irs,order,husband,1
5860,insurance,id,irs,offer,husband,1
5861,bank,id,irs,gift,son,1
5862,bank,id,irs,sales,son,1
5863,warrant,address,support,sales,husband,1
5864,warrant,address,irs,sales,husband,1
5865,money,id,irs,system,husband,1
5866,bill,id,support,service,son,1
5867,bill,id,support,sales,son,1
5868,money,id,police,service,son,1
5869,warrant,id,problem,gift,children,1
5870,insurance,id,irs,activity,son,1
5871,insurance,id,irs,activity,husband,1
5872,taxes,account,irs,sales,son,1
5873,bill,id,irs,sales,son,1
5874,bank,account,irs,gift,son,1
5875,card,id,irs,sales,son,1
5876,dollars,id,irs,gift,son,1
5877,money,id,irs,gift,dad,1
5878,money,id,irs,gift,son,1
5879,insurance,information,support,service,son,1
5880,money,email,irs,offer,son,1
5881,insurance,details,irs,gift,son,1
5882,warrant,id,irs,site,son,1
5883,money,details,arrest,sales,husband,1
5884,bank,account,irs,gift,mother,1
5885,money,information,access,gift,son,1
5886,bank,id,message,system,husband,1
5887,money,details,security,sales,son,1
5888,insurance,account,irs,gift,dad,1
5889,bank,information,virus,sales,husband,1
5890,money,id,irs,gift,son,1
5891,bill,id,help,service,son,1
5892,money,id,irs,order,husband,1
5893,money,id,irs,gift,son,1
5894,card,account,irs,sales,husband,1
5895,bill,id,security,sales,wife,1
5896,bank,id,message,gift,son,1
5897,dollars,id,problem,gift,son,1
5898,warrant,email,irs,activity,son,1
5899,money,account,irs,gift,son,1
5900,insurance,id,irs,offer,son,1
5901,bank,id,irs,sales,son,1
5902,dollars,id,device,offer,wife,1
5903,credit,id,irs,gift,son,1
5904,warrant,details,security,gift,son,1
5905,insurance,id,irs,sales,husband,1
5906,insurance,address,support,sales,son,1
5907,card,details,support,course,son,1
5908,money,account,irs,gift,husband,1
5909,bank,id,message,gift,husband,1
5910,bank,id,police,gift,husband,1
5911,money,information,irs,gift,husband,1
5912,card,id,support,gift,parents,1
5913,bill,id,police,gift,son,1
5914,insurance,id,irs,system,son,1
5915,credit,id,arrest,service,son,1
5916,taxes,id,irs,sales,son,1
5917,dollars,id,irs,gift,husband,1
5918,insurance,account,problem,gift,son,1
5919,insurance,details,irs,sales,children,1
5920,bank,id,irs,sales,husband,1
5921,bill,details,support,order,son,1
5922,bank,account,irs,site,husband,1
5923,money,account,help,sales,son,1
5924,taxes,id,government,sales,son,1
5925,bank,id,access,gift,wife,1
5926,money,id,irs,sales,son,1
5927,warrant,id,help,offer,son,1
5928,insurance,id,help,gift,son,1
5929,bank,details,support,sales,son,1
5930,money,account,message,gift,dad,1
5931,bank,id,police,service,son,1
5932,warrant,id,government,sales,husband,1
5933,insurance,address,support,gift,son,1
5934,bank,id,irs,sales,son,1
5935,bill,id,problem,activity,husband,1
5936,bank,id,irs,gift,son,1
5937,warrant,details,irs,sales,son,1
5938,bank,id,message,system,husband,1
5939,bill,id,irs,internet,husband,1
5940,warrant,id,irs,gift,parents,1
5941,taxes,account,problem,order,son,1
5942,insurance,id,irs,gift,children,1
5943,insurance,id,irs,gift,son,1
5944,money,information,irs,service,son,1
5945,insurance,address,help,gift,son,1
5946,credit,account,irs,gift,husband,1
5947,money,id,support,sales,husband,1
5948,taxes,account,irs,course,husband,1
5949,money,account,irs,gift,son,1
5950,money,id,message,gift,son,1
5951,warrant,id,police,sales,husband,1
5952,bank,account,irs,gift,son,1
5953,insurance,id,message,offer,dad,1
5954,card,id,irs,gift,son,1
5955,money,id,irs,gift,son,1
5956,bank,account,problem,sales,son,1
5957,money,id,access,internet,son,1
5958,bill,account,irs,gift,son,1
5959,card,id,help,sales,son,1
5960,money,id,message,gift,wife,1
5961,bank,id,irs,sales,son,1
5962,bill,id,help,sales,son,1
5963,dollars,id,problem,sales,children,1
5964,money,id,irs,gift,son,1
5965,money,id,irs,course,children,1
5966,bank,account,message,sales,son,1
5967,money,id,irs,sales,son,1
5968,warrant,account,irs,gift,husband,1
5969,bank,account,government,gift,husband,1
5970,bank,account,message,gift,wife,1
5971,credit,id,help,activity,son,1
5972,insurance,information,support,site,son,1
5973,insurance,id,help,sales,son,1
5974,money,account,help,gift,son,1
5975,bill,id,support,offer,son,1
5976,bank,id,irs,gift,son,1
5977,dollars,id,problem,service,son,1
5978,bank,id,irs,sales,son,1
5979,money,id,security,sales,son,1
5980,money,id,irs,sales,husband,1
5981,money,account,help,program,husband,1
5982,insurance,id,irs,gift,son,1
5983,insurance,account,problem,service,son,1
5984,bank,id,security,service,son,1
5985,money,account,message,sales,children,1
5986,warrant,account,irs,sales,son,1
5987,money,information,irs,sales,son,1
5988,money,id,irs,sales,husband,1
5989,bill,id,irs,gift,husband,1
5990,bill,id,support,sales,son,1
5991,money,id,irs,gift,son,1
5992,bank,information,message,internet,son,1
5993,insurance,id,irs,gift,son,1
5994,bank,id,irs,sales,husband,1
5995,money,id,device,course,son,1
5996,bank,account,irs,service,husband,1
5997,insurance,id,irs,gift,son,1
5998,money,account,irs,gift,dad,1
5999,money,account,irs,gift,son,1
6000,insurance,id,irs,gift,husband,1
6001,bank,address,irs,sales,husband,1
6002,bank,id,help,sales,son,1
6003,bill,id,help,sales,son,1
6004,bank,id,problem,sales,son,1
6005,money,id,virus,system,son,1
6006,money,id,support,course,son,1
6007,card,address,support,course,husband,1
6008,insurance,details,police,service,son,1
6009,money,information,irs,sales,son,1
6010,dollars,details,police,service,son,1
6011,insurance,id,irs,course,son,1
6012,bank,id,irs,course,husband,1
6013,card,id,help,program,children,1
6014,bank,id,irs,gift,son,1
6015,bank,id,irs,sales,son,1
6016,bank,id,irs,offer,son,1
6017,insurance,id,irs,service,son,1
6018,warrant,id,message,offer,son,1
6019,warrant,information,irs,sales,son,1
6020,money,id,irs,gift,husband,1
6021,warrant,id,irs,sales,son,1
6022,warrant,account,irs,gift,son,1
6023,bill,account,message,sales,wife,1
6024,money,details,irs,gift,son,1
6025,bank,id,problem,gift,son,1
6026,money,address,irs,sales,son,1
6027,bank,email,security,gift,son,1
6028,bill,address,support,gift,son,1
6029,bank,id,support,gift,mother,1
6030,insurance,account,irs,sales,wife,1
6031,money,email,irs,offer,husband,1
6032,bill,address,help,sales,son,1
6033,insurance,id,irs,gift,son,1
6034,bank,account,irs,course,son,1
6035,money,id,police,gift,son,1
6036,warrant,account,irs,gift,mother,1
6037,bill,id,security,gift,son,1
6038,money,account,irs,gift,husband,1
6039,card,id,irs,gift,son,1
6040,bank,account,police,sales,son,1
6041,money,address,irs,offer,husband,1
6042,insurance,id,problem,system,mother,1
6043,warrant,id,irs,program,son,1
6044,warrant,id,irs,internet,son,1
6045,bill,id,irs,sales,wife,1
6046,insurance,account,irs,system,husband,1
6047,insurance,id,police,course,husband,1
6048,bill,details,irs,sales,son,1
6049,bill,information,irs,gift,son,1
6050,money,email,security,gift,son,1
6051,money,id,accident,sales,husband,1
6052,insurance,account,irs,sales,husband,1
6053,money,id,irs,gift,wife,1
6054,warrant,id,message,sales,son,1
6055,warrant,id,irs,gift,children,1
6056,money,details,irs,system,son,1
6057,card,id,accident,sales,parents,1
6058,insurance,id,irs,sales,husband,1
6059,money,id,irs,sales,husband,1
6060,insurance,account,irs,gift,husband,1
6061,insurance,information,accident,gift,children,1
6062,money,id,support,gift,husband,1
6063,money,address,irs,service,husband,1
6064,bank,address,irs,sales,son,1
6065,money,id,irs,course,husband,1
6066,money,account,problem,sales,son,1
6067,money,id,irs,internet,son,1
6068,warrant,id,irs,order,son,1
6069,dollars,id,irs,program,wife,1
6070,card,account,police,sales,son,1
6071,warrant,id,police,activity,son,1
6072,insurance,id,security,sales,husband,1
6073,insurance,id,irs,gift,son,1
6074,money,id,irs,sales,son,1
6075,money,id,irs,gift,son,1
6076,money,id,message,sales,son,1
6077,insurance,id,irs,sales,children,1
6078,insurance,id,irs,sales,wife,1
6079,money,id,accident,offer,son,1
6080,bill,id,device,sales,son,1
6081,bank,address,message,sales,husband,1
6082,money,id,irs,sales,husband,1
6083,bill,id,irs,system,son,1
6084,bank,account,irs,sales,son,1
6085,card,id,irs,gift,son,1
6086,dollars,id,irs,sales,wife,1
6087,bill,id,irs,sales,son,1
6088,insurance,id,message,gift,children,1
6089,warrant,id,irs,gift,son,1
6090,dollars,id,support,activity,son,1
6091,insurance,id,problem,gift,son,1
6092,bank,account,irs,sales,son,1
6093,bank,id,police,gift,son,1
6094,bill,id,support,sales,son,1
6095,insurance,information,irs,sales,son,1
6096,bill,id,irs,gift,son,1
6097,bank,id,irs,sales,son,1
6098,bank,id,police,sales,dad,1
6099,warrant,details,irs,gift,husband,1
6100,taxes,id,help,site,husband,1
6101,warrant,information,support,sales,son,1
6102,bill,id,help,sales,son,1
6103,bill,id,message,sales,husband,1
6104,insurance,account,irs,gift,son,1
6105,insurance,id,irs,offer,son,1
6106,bill,id,irs,sales,son,1
6107,dollars,account,irs,sales,son,1
6108,bill,id,problem,sales,son,1
6109,money,id,irs,sales,husband,1
6110,bill,account,irs,order,son,1
6111,bank,account,message,order,husband,1
6112,bank,id,irs,sales,children,1
6113,money,address,support,gift,son,1
6114,bank,id,irs,gift,husband,1
6115,dollars,id,irs,service,wife,1
6116,bill,id,irs,sales,son,1
6117,bank,account,irs,gift,son,1
6118,insurance,details,help,sales,husband,1
6119,insurance,address,support,sales,son,1
6120,insurance,id,irs,system,husband,1
6121,taxes,address,support,gift,dad,1
6122,money,id,irs,system,son,1
6123,insurance,id,support,sales,son,1
6124,money,id,irs,gift,son,1
6125,money,id,irs,sales,son,1
6126,card,account,irs,gift,son,1
6127,bank,account,irs,gift,son,1
6128,dollars,account,support,course,son,1
6129,money,account,irs,gift,husband,1
6130,bank,account,irs,gift,husband,1
6131,money,id,problem,gift,mother,1
6132,dollars,id,help,sales,son,1
6133,bill,id,irs,telemarketer,son,1
6134,money,address,help,gift,son,1
6135,money,id,irs,gift,husband,1
6136,insurance,id,irs,sales,son,1
6137,insurance,id,irs,gift,son,1
6138,money,account,security,gift,children,1
6139,money,account,irs,gift,husband,1
6140,bank,id,device,gift,parents,1
6141,insurance,id,irs,gift,son,1
6142,money,id,message,internet,son,1
6143,money,account,police,activity,son,1
6144,money,account,irs,sales,husband,1
6145,bill,details,security,sales,husband,1
6146,bill,id,irs,gift,son,1
6147,money,id,support,internet,son,1
6148,money,id,irs,offer,son,1
6149,bill,id,irs,gift,son,1
6150,money,id,irs,gift,mother,1
6151,taxes,id,government,telemarketer,children,1
6152,bank,id,irs,gift,son,1
6153,insurance,address,irs,course,son,1
6154,money,id,irs,internet,son,1
6155,taxes,id,irs,activity,son,1
6156,money,id,irs,gift,husband,1
6157,bill,account,irs,gift,husband,1
6158,insurance,account,problem,gift,mother,1
6159,warrant,account,irs,gift,dad,1
6160,bill,id,police,sales,son,1
6161,dollars,id,irs,sales,husband,1
6162,money,id,security,gift,children,1
6163,credit,id,irs,sales,son,1
6164,insurance,account,irs,system,son,1
6165,bill,id,irs,offer,mother,1
6166,insurance,account,irs,offer,son,1
6167,bill,id,irs,offer,son,1
6168,warrant,id,irs,system,husband,1
6169,bank,account,irs,sales,son,1
6170,insurance,id,support,gift,husband,1
6171,card,id,irs,sales,son,1
6172,bill,id,support,service,children,1
6173,bank,account,irs,service,mother,1
6174,credit,account,irs,system,husband,1
6175,insurance,id,security,course,wife,1
6176,money,id,irs,gift,husband,1
6177,bill,id,irs,sales,husband,1
6178,taxes,id,irs,telemarketer,son,1
6179,taxes,address,government,service,son,1
6180,bill,id,security,offer,son,1
6181,insurance,id,irs,service,son,1
6182,dollars,email,irs,gift,son,1
6183,dollars,id,problem,sales,husband,1
6184,insurance,id,irs,offer,son,1
6185,bank,account,irs,gift,husband,1
6186,insurance,id,problem,sales,mother,1
6187,money,account,irs,sales,son,1
6188,bank,id,irs,course,husband,1
6189,insurance,id,support,sales,son,1
6190,bank,id,message,gift,son,1
6191,insurance,details,irs,gift,son,1
6192,insurance,address,irs,sales,son,1
6193,money,address,arrest,sales,son,1
6194,insurance,id,irs,gift,children,1
6195,card,id,irs,gift,son,1
6196,bank,id,message,sales,husband,1
6197,bank,id,support,gift,son,1
6198,warrant,id,irs,offer,dad,1
6199,money,account,irs,gift,son,1
6200,insurance,id,irs,sales,son,1
6201,dollars,id,government,course,son,1
6202,taxes,account,irs,internet,son,1
6203,money,id,irs,gift,son,1
6204,warrant,id,security,sales,son,1
6205,money,account,irs,gift,husband,1
6206,dollars,id,irs,gift,son,1
6207,bill,id,irs,sales,son,1
6208,money,id,irs,sales,son,1
6209,taxes,information,support,sales,son,1
6210,bill,id,irs,sales,son,1
6211,dollars,account,help,offer,son,1
6212,insurance,account,irs,gift,husband,1
6213,credit,account,message,sales,son,1
6214,money,address,irs,gift,son,1
6215,taxes,id,irs,sales,son,1
6216,taxes,account,accident,sales,son,1
6217,money,id,help,service,husband,1
6218,taxes,account,irs,site,mother,1
6219,money,id,irs,sales,wife,1
6220,bill,id,irs,service,son,1
6221,card,id,help,gift,son,1
6222,dollars,id,message,gift,wife,1
6223,bank,id,irs,gift,wife,1
6224,insurance,account,irs,sales,husband,1
6225,bank,address,irs,gift,son,1
6226,dollars,id,irs,sales,son,1
6227,insurance,id,irs,gift,husband,1
6228,credit,account,support,sales,son,1
6229,bank,id,irs,sales,son,1
6230,money,information,problem,offer,son,1
6231,bill,account,support,offer,son,1
6232,bank,id,irs,gift,son,1
6233,bill,account,irs,gift,son,1
6234,credit,account,irs,service,children,1
6235,bill,id,irs,gift,son,1
6236,insurance,id,irs,gift,son,1
6237,money,account,support,sales,son,1
6238,money,id,message,course,son,1
6239,bill,id,irs,system,son,1
6240,card,account,government,site,son,1
6241,insurance,id,irs,sales,son,1
6242,bank,id,irs,gift,husband,1
6243,taxes,id,irs,sales,son,1
6244,insurance,id,support,gift,husband,1
6245,money,id,irs,sales,son,1
6246,taxes,account,security,sales,parents,1
6247,insurance,details,irs,gift,son,1
6248,taxes,id,irs,offer,son,1
6249,bill,id,irs,course,children,1
6250,insurance,id,message,sales,husband,1
6251,money,id,irs,gift,mother,1
6252,money,id,irs,gift,dad,1
6253,bill,id,irs,activity,son,1
6254,insurance,id,police,sales,son,1
6255,bill,id,irs,sales,son,1
6256,warrant,id,irs,service,husband,1
6257,taxes,id,access,service,son,1
6258,insurance,account,support,gift,dad,1
6259,card,address,irs,sales,son,1
6260,warrant,information,irs,system,children,1
6261,money,id,security,service,son,1
6262,insurance,id,police,sales,son,1
6263,insurance,information,help,sales,son,1
6264,bill,id,irs,sales,son,1
6265,bank,id,arrest,gift,dad,1
6266,money,id,irs,gift,husband,1
6267,bill,id,irs,sales,son,1
6268,insurance,account,message,gift,son,1
6269,card,id,message,sales,son,1
6270,warrant,id,irs,gift,son,1
6271,dollars,id,problem,gift,wife,1
6272,money,account,irs,sales,husband,1
6273,money,id,irs,gift,husband,1
6274,money,id,irs,sales,husband,1
6275,insurance,account,message,sales,son,1
6276,money,account,help,activity,son,1
6277,money,id,accident,sales,children,1
6278,insurance,id,security,telemarketer,son,1
6279,money,id,access,program,son,1
6280,dollars,address,irs,activity,son,1
6281,warrant,account,message,gift,wife,1
6282,money,id,irs,gift,son,1
6283,bill,id,irs,sales,son,1
6284,bank,id,irs,gift,son,1
6285,money,id,government,sales,son,1
6286,bill,address,irs,sales,husband,1
6287,taxes,id,accident,gift,son,1
6288,warrant,id,problem,gift,children,1
6289,bill,account,irs,gift,son,1
6290,warrant,id,message,offer,son,1
6291,warrant,address,irs,offer,son,1
6292,bill,id,irs,sales,son,1
6293,bank,email,irs,sales,son,1
6294,money,id,support,gift,wife,1
6295,insurance,address,help,offer,son,1
6296,money,id,irs,gift,son,1
6297,card,information,irs,internet,son,1
6298,card,id,irs,sales,husband,1
6299,insurance,id,problem,gift,dad,1
6300,money,id,irs,gift,son,1
6301,money,account,irs,offer,son,1
6302,taxes,id,police,sales,son,1
6303,warrant,id,problem,sales,son,1
6304,bill,id,irs,offer,dad,1
6305,money,id,arrest,gift,son,1
6306,bank,account,problem,sales,son,1
6307,card,id,accident,system,son,1
6308,warrant,id,irs,gift,son,1
6309,insurance,id,problem,sales,husband,1
6310,bill,account,help,gift,son,1
6311,money,account,irs,gift,husband,1
6312,bank,account,irs,gift,husband,1
6313,card,id,support,system,husband,1
6314,card,address,irs,internet,dad,1
6315,warrant,account,accident,service,son,1
6316,bank,account,security,internet,husband,1
6317,bill,id,help,sales,son,1
6318,money,id,irs,course,husband,1
6319,bank,id,irs,sales,son,1
6320,taxes,id,irs,service,son,1
6321,insurance,id,irs,offer,children,1
6322,bank,id,message,service,husband,1
6323,money,id,irs,sales,son,1
6324,money,id,problem,sales,son,1
6325,taxes,id,government,sales,husband,1
6326,insurance,account,irs,sales,son,1
6327,credit,id,help,sales,son,1
6328,insurance,account,irs,gift,husband,1
6329,money,id,message,system,husband,1
6330,money,id,irs,gift,son,1
6331,money,id,irs,gift,son,1
6332,bank,id,message,system,husband,1
6333,insurance,account,message,system,son,1
6334,insurance,address,irs,sales,son,1
6335,dollars,id,irs,gift,mother,1
6336,insurance,id,irs,gift,husband,1
6337,money,account,irs,offer,son,1
6338,money,id,irs,offer,son,1
6339,bank,id,irs,service,son,1
6340,money,id,irs,gift,son,1
6341,money,account,irs,system,dad,1
6342,credit,id,irs,sales,son,1
6343,bank,account,problem,sales,son,1
6344,dollars,id,government,gift,son,1
6345,money,id,police,sales,husband,1
6346,dollars,id,message,offer,son,1
6347,taxes,id,message,gift,son,1
6348,money,information,irs,sales,son,1
6349,warrant,id,irs,sales,son,1
6350,warrant,email,irs,gift,husband,1
6351,warrant,account,access,gift,husband,1
6352,insurance,account,government,gift,son,1
6353,bill,id,message,service,son,1
6354,insurance,id,problem,site,children,1
6355,bank,id,irs,internet,children,1
6356,card,account,irs,gift,son,1
6357,dollars,id,message,gift,dad,1
6358,insurance,id,problem,sales,son,1
6359,bill,id,virus,sales,husband,1
6360,money,account,security,sales,son,1
6361,card,address,irs,gift,son,1
6362,bank,id,irs,sales,children,1
6363,money,id,irs,sales,wife,1
6364,bill,id,irs,sales,husband,1
6365,bank,id,arrest,course,parents,1
6366,bank,account,virus,service,son,1
6367,insurance,id,irs,gift,son,1
6368,money,id,access,gift,parents,1
6369,insurance,information,irs,sales,son,1
6370,money,id,irs,sales,husband,1
6371,money,address,irs,gift,husband,1
6372,taxes,id,irs,gift,son,1
6373,money,id,problem,sales,husband,1
6374,insurance,account,irs,system,son,1
6375,taxes,id,message,order,son,1
6376,insurance,id,irs,sales,son,1
6377,insurance,id,irs,gift,husband,1
6378,warrant,address,irs,gift,son,1
6379,bank,account,irs,gift,husband,1
6380,warrant,id,security,system,husband,1
6381,warrant,id,irs,offer,parents,1
6382,bill,id,irs,gift,husband,1
6383,bank,address,security,gift,son,1
6384,warrant,id,police,sales,son,1
6385,dollars,id,irs,gift,son,1
6386,warrant,id,police,sales,son,1
6387,insurance,information,support,order,husband,1
6388,card,id,problem,sales,son,1
6389,bill,id,help,sales,son,1
6390,money,id,irs,sales,son,1
6391,money,information,irs,system,wife,1
6392,dollars,id,irs,sales,husband,1
6393,dollars,account,problem,system,son,1
6394,insurance,email,government,gift,son,1
6395,warrant,information,problem,sales,husband,1
6396,bill,id,problem,service,son,1
6397,bank,id,irs,gift,wife,1
6398,dollars,id,irs,gift,son,1
6399,warrant,id,irs,sales,son,1
6400,dollars,id,irs,gift,husband,1
6401,bank,id,irs,sales,wife,1
6402,money,id,irs,gift,mother,1
6403,insurance,address,problem,order,son,1
6404,card,information,irs,sales,son,1
6405,money,id,irs,sales,son,1
6406,bank,address,irs,sales,children,1
6407,insurance,id,irs,program,son,1
6408,bank,id,problem,course,son,1
6409,money,account,irs,order,son,1
6410,warrant,id,irs,gift,son,1
6411,insurance,id,irs,sales,son,1
6412,dollars,account,security,gift,husband,1
6413,money,id,support,sales,son,1
6414,money,id,irs,sales,husband,1
6415,insurance,id,police,sales,son,1
6416,card,account,irs,sales,son,1
6417,bank,id,message,gift,husband,1
6418,bank,address,arrest,gift,children,1
6419,dollars,id,irs,sales,husband,1
6420,insurance,id,message,sales,son,1
